Loan Number,Loan Status,loan_age_years,repayment_ratio,hazard_score,expected_repayment_years,event_observed
LOAN-1037,Fully Repaid,13.426420260095824,0.2783561960033366,1.0,18.03463928007914,1
LOAN-1038,Effective,17.2621492128679,0.4931434918211788,1.0,20.796431753762008,0
LOAN-1039,Disbursing&Repaying,19.077344284736483,0.4258675673164188,1.0,22.948006448154388,0
LOAN-1040,Repaying,20.079397672826833,0.6055161035058025,1.0,23.05181715529782,0
LOAN-1041,Fully Repaid,8.763860369609857,0.17499171306402395,1.0,13.888901804289738,1
LOAN-1042,Cancelled,15.512662559890487,0.6263205987786905,0.9533556468941198,18.381059565997035,0
LOAN-1043,Cancelled,7.5482546201232035,0.3983160827247483,1.0,11.556674206499462,0
LOAN-1044,Repaying,14.3709787816564,0.6999073517944219,0.7313551561949223,16.871442022684292,0
LOAN-1045,Fully Repaid,19.835728952772072,0.07251989187722412,1.0,25.47312949338595,1
LOAN-1046,Cancelled,25.812457221081452,0.1861509505495469,1.0,30.881702468333717,0
LOAN-1047,Fully Repaid,16.84599589322382,0.7198813538324341,0.752006402462989,19.24658912406165,1
LOAN-1048,Repaying,2.729637234770705,0.651763239862075,0.44329276283676455,5.470821035460331,0
LOAN-1049,Fully Repaid,12.005475701574264,0.4155285996436844,1.0,15.927832703355843,1
LOAN-1050,Disbursing,2.4941820670773445,0.2270443785939931,0.9657448263617556,7.358960174107379,0
LOAN-1051,Repaying,5.448323066392882,0.018342015573635954,1.0,11.356612988524702,0
LOAN-1052,Disbursing,19.342915811088297,0.5465227445027975,1.0,22.610302088574308,0
LOAN-1053,Disbursing,15.797399041752225,0.3569889973536513,1.0,20.01245405498397,0
LOAN-1054,Disbursing,7.846680355920602,0.06206106288439345,1.0,13.536375041498635,0
LOAN-1055,Cancelled,5.002053388090349,0.8689263581438093,0.19663737728980074,6.657421597371303,0
LOAN-1056,Fully Repaid,9.689253935660506,0.7934680655784734,0.40664597026486204,11.721913607768139,1
LOAN-1057,Disbursing&Repaying,14.297056810403832,0.30630495882235864,1.0,18.76553201629204,0
LOAN-1058,Disbursing&Repaying,4.673511293634497,0.6823481881212651,0.46610674490460774,7.261770353028171,0
LOAN-1059,Cancelled,11.268993839835728,0.5234000267872061,1.0,14.651993705899699,0
LOAN-1060,Disbursing&Repaying,2.652977412731006,0.6491558981324981,0.44392224963193977,5.407197922068516,0
LOAN-1061,Disbursing,17.982203969883642,0.47217318220820215,1.0,21.621338058842632,0
LOAN-1062,Effective,21.026694045174537,0.04096413089932427,1.0,26.821873390677915,0
LOAN-1063,Fully Repaid,21.571526351813826,0.8689478788647512,0.41375154958826044,23.22678695749007,1
LOAN-1064,Disbursing,8.021902806297057,0.27345196065946603,1.0,12.654643002999727,0
LOAN-1065,Effective,23.98904859685147,0.7741499992222843,0.767642665203272,26.11829860074005,0
LOAN-1066,Disbursing,8.36413415468857,0.15643219346666823,1.0,13.581973187355228,0
LOAN-1067,Disbursing&Repaying,16.21902806297057,0.6326888022742839,0.9630542601013882,19.055584051599148,0
LOAN-1068,Disbursing,24.01368925393566,0.8175703006899911,0.6205107103019561,25.925837750485705,0
LOAN-1069,Cancelled,2.4668035592060233,0.6297603164143665,0.4615705405084688,5.318001977134191,0
LOAN-1070,Cancelled,25.760438056125942,0.8657199919804123,0.48019119089605616,27.43183809622388,0
LOAN-1071,Disbursing&Repaying,4.632443531827516,0.16334023249328816,1.0,9.815742369361075,0
LOAN-1072,Effective,8.725530458590006,0.29682329721406153,1.0,13.241413972519698,0
LOAN-1073,Disbursing,2.351813826146475,0.36375755131200344,0.7858748274485685,6.533026069586457,0
LOAN-1074,Effective,2.0533880903490758,0.3978368601486759,0.7258106018331154,6.064203789605696,0
LOAN-1075,Cancelled,26.075290896646134,0.2153677161033784,1.0,30.998452316129242,0
LOAN-1076,Fully Repaid,5.508555783709788,0.45798481355419607,0.8405872754612611,9.218631715938807,1
LOAN-1077,Effective,8.0766598220397,0.7913936296186908,0.3770906394093345,10.119691673946246,0
LOAN-1078,Fully Repaid,2.529774127310062,0.5939466777580388,0.5087756411335621,5.560040738519868,1
LOAN-1079,Cancelled,9.51129363449692,0.1697871363130328,1.0,14.662357952931755,0
LOAN-1080,Fully Repaid,25.02943189596167,0.7386727965281306,0.915414347657997,27.33606791332102,1
LOAN-1081,Disbursing&Repaying,19.76454483230664,0.013812838171315556,1.0,25.69548064145006,0
LOAN-1082,Effective,4.802190280629706,0.7734079657469526,0.33540584070885715,6.935150451894943,0
LOAN-1083,Disbursing&Repaying,22.182067077344286,0.3905743247290685,1.0,26.229195453698942,0
LOAN-1084,Repaying,2.863791923340178,0.32261700805165544,0.8713713860833119,7.2507068830819,0
LOAN-1085,Cancelled,20.27104722792608,0.5577393317977741,1.0,23.482350568937207,0
LOAN-1086,Effective,13.270362765229295,0.1421780598661505,1.0,18.559472465898544,0
LOAN-1087,Cancelled,10.587268993839835,0.43488725495525776,1.0,14.412832719063546,0
LOAN-1088,Cancelled,4.407939767282683,0.7004804542519897,0.43154595742612023,6.905537496022735,0
LOAN-1089,Repaying,22.33264887063655,0.6488355389936119,1.0,25.08847117566849,0
LOAN-1090,Disbursing&Repaying,8.05201916495551,0.08112003816467508,1.0,13.646418974132136,0
LOAN-1091,Fully Repaid,13.451060917180014,0.1480899783305274,1.0,18.710611025527378,1
LOAN-1092,Fully Repaid,10.283367556468173,0.6086913522285753,0.7937057130772348,13.239910795325297,1
LOAN-1093,Disbursing&Repaying,10.026009582477755,0.6051067176103803,0.7908136657190619,13.000475994425853,0
LOAN-1094,Disbursing,5.864476386036961,0.8237303178726474,0.2796426209683627,7.745824796673724,0
LOAN-1095,Repaying,2.5763175906913074,0.8963346373850084,0.13037285234003118,4.0946444037662655,0
LOAN-1096,Fully Repaid,8.383299110198495,0.7968724054895334,0.3734155327421021,10.398937082750827,1
LOAN-1097,Effective,2.2669404517453797,0.32641743485722496,0.8262797215940325,6.634853277459255,0
LOAN-1098,Repaying,25.73305954825462,0.7417719737373688,0.9227277439470858,28.024199679567776,0
LOAN-1099,Repaying,11.950718685831623,0.5277447752120843,1.0,15.311994809771202,0
LOAN-1100,Repaying,26.023271731690624,0.09893371309102544,1.0,31.5286031662355,0
LOAN-1101,Disbursing,5.327857631759069,0.37886450120708853,0.9520676495529403,9.433535125723626,0
LOAN-1102,Disbursing&Repaying,3.299110198494182,0.6545186974636025,0.4594593913950858,6.0265167111761695,0
LOAN-1103,Fully Repaid,23.392197125256672,0.09716564672065219,1.0,28.90636889165341,1
LOAN-1104,Cancelled,2.891170431211499,0.4935207906701899,0.6529109807335827,6.4235664778605495,0
LOAN-1105,Effective,6.346338124572211,0.40639942435764287,0.9703195720390673,10.314341002783996,0
LOAN-1106,Disbursing,22.598220396988363,0.1373750322769577,1.0,27.911345235603576,0
LOAN-1107,Disbursing,8.262833675564682,0.5054277725942983,0.9032290329663883,11.735694812593191,0
LOAN-1108,Fully Repaid,16.629705681040384,0.45667129230343084,1.0,20.34634921952323,1
LOAN-1109,Cancelled,25.51129363449692,0.7606396451927994,0.8499995844015868,27.708095408532923,0
LOAN-1110,Repaying,8.711841204654347,0.3058421910931466,1.0,13.182630249188612,0
LOAN-1111,Disbursing&Repaying,12.139630390143736,0.30680638361053586,1.0,16.605598472091057,0
LOAN-1112,Fully Repaid,4.903490759753593,0.0734233747545064,1.0,10.53637388598106,1
LOAN-1113,Fully Repaid,3.052703627652293,0.2549218230161405,0.972528462360178,7.77809451257159,1
LOAN-1114,Effective,13.705681040383299,0.850791678520214,0.35370848775707797,15.451722647782228,0
LOAN-1115,Disbursing&Repaying,10.803559206023271,0.2070996445317346,1.0,15.768060983364599,0
LOAN-1116,Disbursing&Repaying,7.953456536618754,0.5181832446606803,0.8650276175599148,11.362540313315353,0
LOAN-1117,Disbursing,7.099247091033539,0.7488233217664336,0.42949320846207767,9.355130482201371,0
LOAN-1118,Repaying,23.263518138261464,0.3055619530379226,1.0,27.73570837307185,0
LOAN-1119,Repaying,16.09034907597536,0.654641195102938,0.9010531776226018,18.817143100460672,0
LOAN-1120,Disbursing&Repaying,4.525667351129363,0.06781794618631204,1.0,10.186577620197802,0
LOAN-1121,Effective,24.16974674880219,0.39798725751846886,1.0,28.179810461209847,0
LOAN-1122,Disbursing,3.9452429842573578,0.25836932960898834,1.0,8.653396336212417,0
LOAN-1123,Cancelled,19.923340177960302,0.16941551856548495,1.0,25.076262585132877,0
LOAN-1124,Cancelled,19.57015742642026,0.891887420138712,0.3196906006274718,21.1107203257267,0
LOAN-1125,Cancelled,9.349760438056126,0.3011844126197663,1.0,13.843838374957295,0
LOAN-1126,Disbursing&Repaying,9.1088295687885,0.31483870876826964,1.0,13.534636024947153,0
LOAN-1127,Disbursing&Repaying,3.077344284736482,0.7318663054407843,0.3506476638089236,5.41801275753256,0
LOAN-1128,Fully Repaid,18.078028747433265,0.8560523814734994,0.40417653711116414,19.79776684006577,1
LOAN-1129,Disbursing&Repaying,11.58384668035592,0.6647796027137433,0.7235345659154565,14.259948666787205,0
LOAN-1130,Disbursing&Repaying,7.058179329226557,0.5622664319951972,0.7466937701448114,10.246847169250572,0
LOAN-1131,Effective,5.650924024640657,0.40403516673701095,0.9327400326756679,9.630748190955602,0
LOAN-1132,Repaying,17.73305954825462,0.4526160223448811,1.0,21.469979436530213,0
LOAN-1133,Effective,22.926762491444215,0.7613030490610047,0.7859517811000213,25.120247246139193,0
LOAN-1134,Disbursing,8.07939767282683,0.7350329301792833,0.479044502549241,10.404233021930414,0
LOAN-1135,Disbursing&Repaying,11.649555099247092,0.025368790972693317,1.0,17.522711144383624,0
LOAN-1136,Disbursing,15.208761122518823,0.5538134314406343,1.0,18.43969396531565,0
LOAN-1137,Disbursing&Repaying,6.184804928131417,0.10966351063025752,1.0,11.63648737498013,0
LOAN-1138,Effective,15.898699520876113,0.26214478900516475,1.0,20.58797557585029,0
LOAN-1139,Cancelled,25.776865160848732,0.45659492687136977,1.0,29.49389052649188,0
LOAN-1140,Disbursing&Repaying,22.039698836413415,0.06080360196062137,1.0,27.735680826610306,0
LOAN-1141,Fully Repaid,5.223819301848049,0.15758021434496924,1.0,10.435918230123203,1
LOAN-1142,Effective,3.57015742642026,0.17952285031093718,1.0,8.672543174865574,0
LOAN-1143,Effective,21.10609171800137,0.043023630805629376,1.0,26.890973563973223,0
LOAN-1144,Cancelled,14.726899383983573,0.447771053231192,1.0,18.488044117827613,0
LOAN-1145,Cancelled,7.575633127994524,0.5948272993313277,0.7121166740431325,10.601496631337886,0
LOAN-1146,Disbursing,8.46817248459959,0.8820245512750294,0.21787909360007912,10.058049728224443,0
LOAN-1147,Repaying,10.258726899383984,0.39435554244377086,1.0,14.28694918716513,0
LOAN-1148,Cancelled,10.22861054072553,0.6867760246211775,0.6336085809956002,12.794730417619643,0
LOAN-1149,Effective,6.672142368240931,0.505505439688475,0.8244283709834448,10.144615169798556,0
LOAN-1150,Disbursing,12.353182751540041,0.155390727520339,1.0,17.576229113938346,0
LOAN-1151,Disbursing&Repaying,18.88021902806297,0.141754724365172,1.0,24.171445406237112,0
LOAN-1152,Fully Repaid,20.867898699520875,0.3248068719915152,1.0,25.2438643395633,1
LOAN-1153,Effective,23.362080766598222,0.7410054595566433,0.8640596776379255,25.657053468815004,0
LOAN-1154,Repaying,7.282683093771389,0.5758145364331763,0.7331062939809925,10.403610411605507,0
LOAN-1155,Cancelled,13.949349760438055,0.6383989192622247,0.866011075634138,16.75735516412693,0
LOAN-1156,Cancelled,19.772758384668034,0.5768886845775437,1.0,22.888314961780317,0
LOAN-1157,Repaying,8.002737850787133,0.6939201319739305,0.5510275625476851,10.533137190917481,0
LOAN-1158,Fully Repaid,13.347022587268993,0.22039011958865598,1.0,18.245071989325712,1
LOAN-1159,Disbursing&Repaying,12.366872005475702,0.3061733115030828,1.0,16.83600544796029,0
LOAN-1160,Repaying,20.369609856262834,0.41982531032550024,1.0,24.27048330463533,0
LOAN-1161,Disbursing&Repaying,12.66255989048597,0.7321300617980064,0.6070618517363454,15.001909581495937,0
LOAN-1162,Fully Repaid,15.890485968514716,0.08104418554759756,1.0,21.485265040776728,1
LOAN-1163,Cancelled,26.324435318275153,0.5888340332014776,1.0,29.380265152267764,0
LOAN-1164,Disbursing,9.360711841204655,0.17518977171837777,1.0,14.484762982612764,0
LOAN-1165,Effective,20.21902806297057,0.715407505526925,0.860010857699265,22.641990535335943,0
LOAN-1166,Fully Repaid,20.008213552361397,0.2997366346029574,1.0,24.50953037934661,1
LOAN-1167,Cancelled,3.8247775496235454,0.7583417346312611,0.3340871761750711,6.03306887646724,0
LOAN-1168,Disbursing&Repaying,25.49486652977413,0.37488624242825785,1.0,29.62043531763284,0
LOAN-1169,Fully Repaid,20.060232717316907,0.6490645517322495,1.0,22.814909958655658,1
LOAN-1170,Fully Repaid,4.180698151950718,0.13628813244062285,1.0,9.499257489747604,1
LOAN-1171,Repaying,6.069815195071868,0.4305338850027205,0.9151215227861826,9.917145770058266,0
LOAN-1172,Effective,13.724845995893224,0.25110575632837706,1.0,18.46931721425134,0
LOAN-1173,Disbursing,2.324435318275154,0.7158648204158681,0.3501805642431129,4.745111216195814,0
LOAN-1174,Effective,5.19917864476386,0.3117271626545112,1.0,9.640542831491302,0
LOAN-1175,Disbursing&Repaying,2.869267624914442,0.5281474487036728,0.6072396762131105,6.228530381396078,0
LOAN-1176,Cancelled,19.60574948665298,0.6130727879176243,1.0,22.540385547064858,0
LOAN-1177,Repaying,2.6858316221765914,0.6918524942596331,0.39091073726159886,5.226569150878426,0
LOAN-1178,Repaying,13.705681040383299,0.7525828782910137,0.5865191371162924,15.942766648928231,0
LOAN-1179,Repaying,4.071184120465435,0.48897043522072114,0.719079109701055,7.626331944361829,0
LOAN-1180,Effective,13.456536618754278,0.6467383561043754,0.8286294686039053,16.2228448382324,0
LOAN-1181,Repaying,5.2731006160164275,0.6023302680904687,0.607364982739855,8.261449275564084,0
LOAN-1182,Cancelled,26.17659137577002,0.29666277297767674,1.0,30.693277510881636,0
LOAN-1183,Disbursing&Repaying,12.739219712525667,0.4522684241339756,1.0,16.477877591855787,0
LOAN-1184,Cancelled,9.930184804928132,0.43036370973420707,1.0,13.778366256257097,0
LOAN-1185,Disbursing,21.65639972621492,0.40207317972650636,1.0,25.64603382758239,0
LOAN-1186,Disbursing&Repaying,4.763860369609857,0.3976564974124916,0.8892915366743707,8.775577882547399,0
LOAN-1187,Effective,25.713894592744694,0.0519631028294811,1.0,31.45407907859729,0
LOAN-1188,Disbursing,5.514031485284052,0.4870471536791434,0.7957966608287841,9.078795716888335,0
LOAN-1189,Fully Repaid,9.839835728952773,0.403683419410205,1.0,13.821418631901746,1
LOAN-1190,Repaying,26.535249828884325,0.35375276860766375,1.0,30.766485985846007,0
LOAN-1191,Repaying,21.6290212183436,0.41456275066152465,1.0,25.556207465035975,0
LOAN-1192,Disbursing,15.71252566735113,0.40179695969061474,1.0,19.703540868898056,0
LOAN-1193,Effective,16.186173853524984,0.050799631524992346,1.0,21.93217569590002,0
LOAN-1194,Effective,23.956194387405887,0.46912594884048564,1.0,27.61056464320346,0
LOAN-1195,Cancelled,12.39151266255989,0.578984458628786,0.9427174825748045,15.49659036941596,0
LOAN-1196,Fully Repaid,24.10403832991102,0.2706627769005078,1.0,28.75072444540848,1
LOAN-1197,Fully Repaid,10.04517453798768,0.2972366942749533,1.0,14.558991066612913,1
LOAN-1198,Cancelled,16.955509924709105,0.035592798770555795,1.0,22.777545930856327,0
LOAN-1199,Repaying,17.516769336071185,0.8996148063306627,0.27622762189559874,19.01869530441787,0
LOAN-1200,Fully Repaid,5.7850787132101305,0.2775800558611554,1.0,10.397178433904354,1
LOAN-1201,Disbursing,14.992470910335387,0.7776763573243127,0.5556417172251913,17.104089123713823,0
LOAN-1202,Cancelled,11.548254620123203,0.512810561390186,1.0,14.984201813172273,0
LOAN-1203,Repaying,2.3709787816563996,0.12596267572598177,1.0,7.741165403026491,0
LOAN-1204,Disbursing&Repaying,19.915126625598905,0.7582902451640375,0.7230777922560285,22.12367539977872,0
LOAN-1205,Fully Repaid,25.984941820670773,0.554867424976365,1.0,29.21060469578895,1
LOAN-1206,Disbursing&Repaying,7.3757700205338805,0.8797314133900253,0.20897593016295818,8.977112953583754,0
LOAN-1207,Fully Repaid,23.145790554414784,0.7336929515888317,0.882695764980098,25.477325796470627,1
LOAN-1208,Disbursing&Repaying,25.267624914442163,0.07255522673469318,1.0,30.904848780768695,0
LOAN-1209,Fully Repaid,11.83025325119781,0.154245218017376,1.0,17.05902716111093,1
LOAN-1210,Disbursing,14.113620807665983,0.5101057322894738,1.0,17.563092146218615,0
LOAN-1211,Fully Repaid,23.238877481177276,0.1297724046807268,1.0,28.590015457773642,1
LOAN-1212,Disbursing&Repaying,23.173169062286107,0.12595553479115673,1.0,28.543391388330324,0
LOAN-1213,Cancelled,8.895277207392198,0.5446518689544506,0.8603929161973605,12.172017862619946,0
LOAN-1214,Fully Repaid,22.844626967830255,0.16716406129617828,1.0,28.008806661349364,1
LOAN-1215,Effective,10.510609171800137,0.5705107938329077,0.8809085251199924,13.658055202635598,0
LOAN-1216,Cancelled,3.704312114989733,0.07856750912181999,1.0,9.311474569380632,0
LOAN-1217,Fully Repaid,22.8911704312115,0.34671412564055787,1.0,27.157599803008708,1
LOAN-1218,Repaying,23.852156057494867,0.242027067187282,1.0,28.642020721558456,0
LOAN-1219,Fully Repaid,17.919233401779604,0.8498000660646043,0.4193467012474188,19.670233071456583,1
LOAN-1220,Effective,7.3730321697467485,0.723668815754603,0.48007105533994987,9.754688090973733,0
LOAN-1221,Effective,13.61533196440794,0.28276495306470173,1.0,18.201507199084432,0
LOAN-1222,Cancelled,17.727583846680357,0.3536416167586462,1.0,21.959375762887127,0
LOAN-1223,Disbursing,8.336755646817249,0.7179169689061577,0.5172487613281338,10.74717080228646,0
LOAN-1224,Cancelled,5.193702943189596,0.7101690868972867,0.4403604797436022,7.6428575087031625,0
LOAN-1225,Disbursing&Repaying,22.87748117727584,0.8059513638180907,0.6379830383546768,24.847724358185385,0
LOAN-1226,Effective,7.381245722108145,0.6097247062806226,0.6783470779404428,10.332622190705031,0
LOAN-1227,Effective,9.144421629021219,0.6188979679231782,0.7295977985755445,12.049931789405328,0
LOAN-1228,Disbursing,21.4839151266256,0.2658889984750775,1.0,26.15447013425021,0
LOAN-1229,Disbursing&Repaying,6.395619438740589,0.3134702669655085,1.0,10.828268103913047,0
LOAN-1230,Disbursing&Repaying,15.748117727583846,0.6094253995913227,1.0,18.700990729627232,0
LOAN-1231,Repaying,7.304585900068446,0.717980209448124,0.48802356911242495,9.714684852827826,0
LOAN-1232,Disbursing&Repaying,23.88227241615332,0.1933164945817629,1.0,28.915689943244505,0
LOAN-1233,Disbursing&Repaying,12.632443531827516,0.6036312853155006,0.8970792552879986,15.614287105250012,0
LOAN-1234,Effective,22.888432580424368,0.15527476168474996,1.0,28.11205877200062,0
LOAN-1235,Cancelled,20.50650239561944,0.12722268893310912,1.0,25.870388950953892,0
LOAN-1236,Cancelled,24.28473648186174,0.16838872190141868,1.0,29.442792872354644,0
LOAN-1237,Fully Repaid,4.769336071184121,0.616227003486593,0.566807236055188,7.688201053751156,1
LOAN-1238,Cancelled,4.470910335386721,0.25980327888681803,1.0,9.17189394095263,0
LOAN-1239,Repaying,7.619438740588638,0.6840037178056164,0.5567677136377701,10.199420151560556,0
LOAN-1240,Disbursing,16.060232717316907,0.7350557266341496,0.6904509421034488,18.38495408414616,0
LOAN-1241,Cancelled,10.954140999315538,0.7321768789417685,0.5612003441530936,13.293256604606695,0
LOAN-1242,Disbursing,20.607802874743328,0.46297348951026746,1.0,24.292935427191992,0
LOAN-1243,Fully Repaid,4.733744010951403,0.22279926609897285,1.0,9.61974768045654,1
LOAN-1244,Cancelled,14.209445585215606,0.7921125731775711,0.5032839347508083,16.248882719327753,0
LOAN-1245,Fully Repaid,10.620123203285422,0.6594516242812783,0.7022149463998774,13.32286508187903,1
LOAN-1246,Repaying,4.919917864476386,0.2552337684244949,1.0,9.643749022353912,0
LOAN-1247,Fully Repaid,17.61533196440794,0.14218516329759787,1.0,22.90440614791995,1
LOAN-1248,Disbursing&Repaying,19.266255989048595,0.0741784775257807,1.0,24.895363601419692,0
LOAN-1249,Repaying,16.54483230663929,0.0009776733167922227,1.0,22.53994394005533,0
LOAN-1250,Disbursing,16.418891170431213,0.3800825404064638,1.0,20.518478468398893,0
LOAN-1251,Repaying,20.281998631074607,0.6961144353034997,0.9202262254142757,22.80142645455711,0
LOAN-1252,Cancelled,6.844626967830253,0.6734419527398068,0.5500748489441037,9.47741720413122,0
LOAN-1253,Disbursing,15.55920602327173,0.12584716993307968,1.0,20.929970173606332,0
LOAN-1254,Disbursing&Repaying,24.240930869267626,0.16978187097782038,1.0,29.392021514378524,0
LOAN-1255,Effective,12.492813141683778,0.799852075302743,0.45018898709111965,14.493552765170062,0
LOAN-1256,Disbursing,23.66050650239562,0.8590076855416798,0.4745872717612094,25.36546807468722,0
LOAN-1257,Disbursing&Repaying,8.646132785763175,0.45094406894002603,1.0,12.391412441063045,0
LOAN-1258,Repaying,2.628336755646817,0.8288323728915771,0.21615624367901456,4.484174891188932,0
LOAN-1259,Fully Repaid,21.48665297741273,0.05211534962795752,1.0,27.226076229272945,1
LOAN-1260,Effective,3.2306639288158796,0.6313496500183601,0.4877488887847433,6.073915678724079,0
LOAN-1261,Disbursing,11.663244353182751,0.6596422537948922,0.7373253023539811,14.36503308420829,0
LOAN-1262,Cancelled,19.20328542094456,0.45970369150129914,1.0,22.904766963438064,0
LOAN-1263,Effective,9.51129363449692,0.011059265094435737,1.0,15.45599730902474,0
LOAN-1264,Disbursing,9.96577686516085,0.6482591293150783,0.7022779738452543,12.724481218585458,0
LOAN-1265,Fully Repaid,14.026009582477755,0.8586714667092443,0.3395560695121222,15.732652248931533,1
LOAN-1266,Repaying,5.880903490759754,0.7060564955937917,0.4668088425210709,8.350621012790796,0
LOAN-1267,Disbursing&Repaying,26.258726899383984,0.021519230391351122,1.0,32.15113074742723,0
LOAN-1268,Repaying,14.13826146475017,0.37783425782834223,1.0,18.24909017560846,0
LOAN-1269,Disbursing&Repaying,8.999315537303216,0.5226935646250669,0.906849557367378,12.385847714177881,0
LOAN-1270,Disbursing&Repaying,12.054757015742641,0.28350802382852497,1.0,16.637216896600016,0
LOAN-1271,Fully Repaid,5.7850787132101305,0.09807555036624052,1.0,11.294700961378929,1
LOAN-1272,Disbursing&Repaying,13.043121149897331,0.7672339670934928,0.5363655895845635,15.206951314429867,0
LOAN-1273,Disbursing,13.284052019164955,0.8715600037531152,0.29906035539538184,14.92625200039938,0
LOAN-1274,Repaying,21.242984257357975,0.41583892399336697,1.0,25.16378963739114,0
LOAN-1275,Effective,23.326488706365502,0.5802165141306239,1.0,26.425406135712382,0
LOAN-1276,Fully Repaid,24.418891170431213,0.29839490212118447,1.0,28.92691665982529,1
LOAN-1277,Effective,14.13552361396304,0.3185489273850594,1.0,18.54277897703774,0
LOAN-1278,Repaying,7.885010266940451,0.0548811620552723,1.0,13.61060445666409,0
LOAN-1279,Fully Repaid,11.2580424366872,0.32320089885184805,1.0,15.64203794242796,1
LOAN-1280,Effective,24.06297056810404,0.02637311459070695,1.0,29.931104995150505,0
LOAN-1281,Disbursing&Repaying,24.18069815195072,0.4803206080969688,1.0,27.779095111465875,0
LOAN-1282,Cancelled,25.423682409308693,0.6642945909951647,1.0,28.10220945433287,0
LOAN-1283,Cancelled,16.876112251882272,0.03416736706108838,1.0,22.705275416576832,0
LOAN-1284,Disbursing,20.06297056810404,0.7598556777971395,0.721945169048189,22.26369217911834,0
LOAN-1285,Disbursing,11.592060232717317,0.8477308921177081,0.3287803748976577,13.353405772128777,0
LOAN-1286,Cancelled,10.683093771389458,0.8718686067106716,0.2650153622461962,12.3237507378361,0
LOAN-1287,Cancelled,25.23750855578371,0.6318076032963094,1.0,28.078470539302163,0
LOAN-1288,Repaying,22.71047227926078,0.2141963326474264,1.0,27.63949061602365,0
